start:	Thu May 04 23:57:06 2017
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	烂的画面组合而成的视频，不是喧嚣，不是浮躁，不是伪善，与名利无缘……
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	内各大活动和晚会的舞台上——
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	总局联合举办的“全国大学生艺术歌曲比赛”二等奖、江苏赛区冠军（一等奖）；
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	2005年，混声小合唱《弯弯的月亮》荣获教育部主办的“第一届全国大学生艺术展演
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	”江苏赛区最高奖（一等奖）；男声小合唱《猎人合唱》荣获全国二等奖、江苏赛区冠军
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	2008年，混声小合唱《吴韵汉风茉莉花》荣获教育部主办的“第二届全国大生艺术展
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	演”全国最高奖（一等奖）、江苏赛区冠军（特等奖）、全国优秀创作奖；
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	2011年，混声小合唱《青春印记》荣获教育部主办的“第三届全国大学生艺术展演”
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	者，不如说是与队员们一起走过的“陪伴者”，带我们一起共享美声民族通俗、音乐剧歌
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	·2011年度招新事宜
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	1．短信报名：编辑“姓名+性别+院系+年级+合唱/钢琴+仙林/鼓楼”发送至：
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	面试选拨地点：仙I—108 （仙林校区）
location4:not found index:http://xiaoban.nju.edu.cn/26/9b/c752a9883/page.htm	在过去的一年里，咱们举办了：
location4:not found index:http://xiaoban.nju.edu.cn/26/9b/c752a9883/page.htm	“食堂见习经理”、“电器侠”
location4:not found index:http://xiaoban.nju.edu.cn/26/9b/c752a9883/page.htm	“南青文化沙龙”——国学精华
location4:not found index:http://xiaoban.nju.edu.cn/26/9b/c752a9883/page.htm	“南青文化沙龙”——月是故乡明
location4:not found index:http://xiaoban.nju.edu.cn/26/9b/c752a9883/page.htm	校际篮球交流赛赛——南大冠军队：中美中心 VS 东大冠军队：无线电
location4:not found index:http://xiaoban.nju.edu.cn/26/9b/c752a9883/page.htm	科学与中国——院士专家宣讲团-南京大学站
location4:not found index:http://xiaoban.nju.edu.cn/26/9b/c752a9883/page.htm	截止，另外请将WORD文档名称按照“姓名+学院+第一志愿部门名称”的形式更改后，再发送到指定邮箱。
location4:not found index:http://xiaoban.nju.edu.cn/26/9a/c752a9882/page.htm	来自学长学姐的中秋礼物——爱心赠书，9月14日中午，南园喷泉，与你不见不散
location4:not found index:http://xiaoban.nju.edu.cn/26/9a/c752a9882/page.htm	“礼物”抢先看，宝贝可真不少！
location4:not found index:http://xiaoban.nju.edu.cn/26/9a/c752a9882/page.htm	“礼物”全家福，等你来拿哦！
location4:not found index:http://xiaoban.nju.edu.cn/26/99/c752a9881/page.htm	2、少数民族同学名字中若含有“·”的，可以小键盘打开Numlock后按住alt顺序按1
location4:not found index:http://xiaoban.nju.edu.cn/26/99/c752a9881/page.htm	别记号，如“U123456789(台)、海字第1234567号”，如遇到注册问题，请咨询网络信息中
location4:not found index:http://xiaoban.nju.edu.cn/hdyjz/list13.htm	<<上一页
location4:not found index:http://xiaoban.nju.edu.cn/hdyjz/list13.htm	下一页>>
location4:not found index:http://xiaoban.nju.edu.cn/25/8b/c752a9611/page.htm	中外名家系列讲座南京分场
第60期:从世界金融危机看我国经济发展
时 间：2009年10月25日 19:00—21:30
地 点：南京大学科技馆一楼报告厅

【主讲嘉宾】
 洪银兴——1950年9月生，汉族，江苏常州人，1968年12月参加工作，1970年10月加入
中国共产党，经济学博士（1987，中国人民大学），教授（1989），博导（1993）。2003
年11月起任南京大学党委书记，中共江苏省委委员、十七大代表。
 社会兼职：教育部社会科学委员会副主任委员，中央马克思主义理论研究和建设工程
专家组成员，国家社会科学基金规划组专家，江苏省哲学社会科学界联合会主席，全国综
合性大学《资本论》研究会会长，第四、五届国务院学位委员会理论经济学学科评议组成
员，《经济学家》杂志副主编等。
 学术荣誉：1991年获国务院学位委员会和国家教委颁发的“做出突出贡献的中国博士
学位获得者”称号、1992年享受政府特殊津贴、1994年获“国家级有突出贡献的中青年专
家”称号、2000年9月作为中美富布莱特(Fulbright)杰出学者出访美国、2001年被《中国
市场》评选为“影响中国市场的25位经济学家”之一、1997年和2002年被评为江苏省“33
3工程”第一层次学科带头人、主持的课程《政治经济学》2003年入选国家首批精品课程。
 获奖情况： 1987获孙冶方经济学奖、1988获中央纪念十一届三中全会十周年理论研讨
会优秀论文奖、1989获中国企业改革优秀论文“金三角”奖、1990获霍英东高校优秀青年
教师奖(研究类)和中国优秀图书一等奖。
【领票方式】
 欢迎广大师生光临，有意参加者请至工程管理学院门卫处领票。
【中外名家系列讲座简介】
 “中外名家系列讲座”由原国家经贸委经研中心于2001年9月创办，南京分场由国务院
国有资产监督管理委员会研究中心、南京大学工程管理学院、《中外管理》杂志社、南京
市人民政府国有资产监督管理委员会共同主办。“中外名家系列讲座”以“激荡人们思考
，而不是代替思考”为宗旨，追求思想性、可持续、不事喧嚣。走过两年历程的“中外名
家系列讲座”已成功创出独特的品牌效应。 
 “中外名家系列讲座”邀请国内外知名专家、成功企业家（主要来自世界500强等跨国
公司的高级管理者）、权威机构的负责人等就当今世界和中国经济及社会发展中的重大问
题做专题性演讲，并与听众进行互动交流。讲座内容以经济学为主，兼顾自然科学、人文
科学等各个领域。听众对象以国家重点企业、民营大企业、科技型中小企业、金融机构的
相关人员为主，特别是IT产业、证券保险业、上市公司等新兴产业和企业的领导及有关人
员。自创办至今已先后邀请过近50位中外名家发表专题演讲，听众群体不断扩大，社会影
响越来越广。一些颇具影响力的权威人士，如全国人大副委员长许嘉璐、解放军副总参谋
长熊光楷、中国人民银行副行长吴晓灵、中国入世首席谈判代表龙永图、中国证监会副主
席史美伦、2001年诺贝尔经济学奖得主麦克尔·思朋斯、国际知名经济学家张五常和国内
著名经济学家于光远、茅于轼、董辅礽、魏杰、林毅夫、张维迎、樊纲、刘伟等以及国内
外著名企业家、哲学家、文学家、艺术家德开瑞、李亨道、刘长乐、俞敏洪、任继愈、周
国平、王蒙、余秋雨、等都先后光临“系列讲座”作精彩演讲，深受欢迎。



--
location4:not found index:http://xiaoban.nju.edu.cn/25/8a/c752a9610/page.htm	学术讲座

1、
讲座题目：期权定价与金融工程最新进展
主讲教师：M.Scholes 斯坦福大学教授（诺贝尔奖得主）
主办单位：工程管理学院
讲座时间：10月10日下午2：00-4：00
讲座教室：逸夫楼B－212

2、
讲座题目：如何学好大学外语
主讲教师：王海啸 教授 大学外语部
讲座时间：10月14日（周三）晚 18：30 
讲座教室：仙II－207

3、
讲座题目：一个神奇的维度 
 ——光波维度
主讲教师：闫锋 教授 物理系
讲座时间：10月15日（周四）晚 18：30
讲座教室：仙II－207

4、
 摄影艺术知识系列讲座

第一讲：
讲座题目：摄影艺术赏析
主讲教师：韩从耀 教 授 新闻学院
讲座时间：10月16日（周五）晚 19：00
讲座教师：仙II－207


欢迎大家来听讲座！
location4:not found index:http://xiaoban.nju.edu.cn/25/89/c752a9609/page.htm	斯密論壇 Smith Forum 第114期

主题：美国经济学者看今天的经济形势


 报告人：Thomas G Rawski 教授
 
 University of Pittsburgh
 
 主持人： 刘志彪 教授
 
 南京大学经济学院院长


 时 间：2009年10月13日（周二）晚18:30
 地 点：安中楼二楼报告厅

 （英文讲座，欢迎非经济专业的老师及同学参加）
 
 
 

 欢迎参加 欢迎评论

 南京大学人文社会科学高级研究院
 南京大学经济学院•长江三角洲经济社会发展研究中心

--
欢迎参加，欢迎评论！
location4:not found index:http://xiaoban.nju.edu.cn/25/86/c752a9606/page.htm	南京大学－约翰斯•霍普金斯大学中美文化研究中心”是两所大学为培养高层次、从事高
级国际事务人才而建立的教学研究机构。为了帮助有兴趣报考中心的同学们更好地了解中
心，我们决定2009年10月11日（星期日）为对外开放日，欢迎南大和其他高校同学到中美
中心参观与咨询。希望来中心参观的同学按下列时间段预先电话联系（83592412，835924
10），以便我们安排人员接待和回答同学们的问题。

参观咨询时间： 10月11日（星期日） 9:00 — 10:00;10:00— 11:00; 
